,id,carat,cut,color,clarity,depth,table,x,y,z,price
1715,1715,0.52,Premium,G,SI2,61.3,60.0,5.19,5.17,3.17,1199
1698,1698,0.55,Ideal,G,VS1,60.8,57.0,5.31,5.35,3.24,1873
9691,9691,1.02,Very Good,H,SI1,63.3,59.0,6.36,6.29,4.0,4509
9550,9550,0.31,Premium,H,SI1,59.9,60.0,4.41,4.44,2.65,591
9972,9972,1.52,Premium,J,VS2,60.0,58.0,7.51,7.46,4.49,7276
8224,8224,1.13,Ideal,G,SI2,61.2,57.0,6.79,6.67,4.11,5376
3831,3831,2.19,Good,D,SI2,60.2,60.0,8.37,8.46,5.08,18526
6299,6299,0.3,Premium,G,SI1,60.9,60.0,4.33,4.38,2.65,477
3348,3348,1.02,Premium,F,SI2,61.8,57.0,6.49,6.39,3.98,3588
9519,9519,1.0,Ideal,F,SI1,63.0,56.0,6.42,6.36,4.02,5596
985,985,0.44,Premium,D,SI1,61.9,59.0,4.86,4.88,3.02,990
1821,1821,0.57,Ideal,I,SI1,61.7,57.0,5.33,5.37,3.3,1142
4571,4571,0.9,Ideal,H,VS2,62.1,55.0,6.16,6.21,3.85,4078
587,587,0.26,Ideal,E,VVS1,62.3,56.0,4.07,4.1,2.54,769
9758,9758,1.56,Premium,G,SI1,62.5,59.0,7.42,7.47,4.63,11681
5077,5077,0.4,Very Good,G,SI1,62.9,56.0,4.73,4.7,2.96,737
7782,7782,0.9,Very Good,E,I1,61.7,62.0,6.04,6.07,3.72,2714
8323,8323,0.75,Premium,G,VS2,61.6,58.0,5.83,5.85,3.6,2523
9523,9523,0.41,Ideal,F,VVS2,60.5,56.0,4.81,4.79,2.9,1192
9968,9968,1.01,Ideal,H,SI2,58.6,58.0,6.55,6.61,3.86,4077
5483,5483,0.7,Very Good,F,SI1,61.8,60.0,5.67,5.7,3.52,2345
7746,7746,0.51,Very Good,D,SI2,63.2,56.0,5.07,5.11,3.22,1433
9281,9281,0.9,Very Good,H,VS2,62.1,59.0,6.14,6.2,3.83,4159
5514,5514,0.51,Very Good,J,VS2,63.3,59.0,5.02,5.07,3.2,1023
9528,9528,0.7,Very Good,G,SI1,62.2,59.0,5.65,5.69,3.53,2318
8872,8872,2.14,Very Good,G,SI2,61.5,59.0,8.24,8.3,5.07,15832
5553,5553,0.43,Very Good,G,VS1,60.6,55.0,4.98,5.03,3.02,1228
3557,3557,1.02,Ideal,E,SI2,62.6,56.0,6.43,6.47,4.03,4538
1395,1395,0.31,Ideal,E,VVS2,61.6,56.0,4.41,4.43,2.72,789
264,264,0.36,Ideal,F,VS2,61.0,55.0,4.61,4.65,2.81,821
3547,3547,0.9,Very Good,G,SI1,61.6,59.0,6.18,6.23,3.82,3438
6844,6844,0.4,Ideal,E,VVS1,61.3,56.0,4.78,4.76,2.92,1397
7628,7628,0.35,Ideal,H,VVS2,61.6,56.0,4.53,4.54,2.8,745
6788,6788,1.51,Very Good,E,VS2,62.6,54.0,7.39,7.43,4.63,13250
3069,3069,2.01,Ideal,H,VS2,62.3,57.0,8.05,7.95,5.0,17523
5025,5025,0.3,Ideal,F,IF,62.1,56.0,4.29,4.32,2.67,886
8396,8396,0.71,Premium,E,SI1,61.3,59.0,5.79,5.72,3.52,2473
3864,3864,0.95,Premium,I,VS1,61.2,61.0,6.36,6.32,3.88,4797
9073,9073,1.02,Good,F,SI2,64.4,61.0,6.3,6.35,4.05,4318
2400,2400,0.34,Ideal,G,VS2,60.6,56.0,4.49,4.52,2.73,555
6274,6274,1.07,Ideal,E,VS1,61.5,55.0,6.6,6.64,4.06,7692
8484,8484,0.51,Ideal,D,VS2,61.8,56.0,5.14,5.17,3.18,1691
3711,3711,0.39,Ideal,D,VVS2,61.3,55.0,4.74,4.78,2.91,1221
246,246,0.3,Premium,E,VVS2,61.6,58.0,4.33,4.37,2.68,669
1594,1594,0.31,Premium,D,SI2,59.7,60.0,4.45,4.41,2.64,593
9683,9683,0.9,Ideal,H,SI1,62.3,55.0,6.17,6.19,3.85,4384
1529,1529,0.32,Premium,G,VS2,61.5,58.0,4.44,4.42,2.72,720
8223,8223,0.53,Ideal,E,VS2,62.0,57.0,5.18,5.2,3.21,1814
923,923,0.53,Ideal,F,VS1,61.9,56.0,5.21,5.22,3.23,1906
7553,7553,1.05,Very Good,G,VS2,63.3,58.0,6.47,6.44,4.09,5236
4364,4364,0.9,Premium,H,VS2,59.1,62.0,6.3,6.35,3.73,3640
669,669,1.0,Ideal,D,SI1,61.3,57.0,6.47,6.42,3.94,6062
3604,3604,1.01,Premium,G,SI2,61.7,59.0,6.47,6.43,3.98,4620
5108,5108,0.75,Good,F,SI2,63.7,60.0,5.77,5.68,3.66,2409
1910,1910,1.53,Ideal,I,VS2,61.9,56.0,7.37,7.44,4.57,9292
8344,8344,0.7,Premium,G,SI2,61.7,60.0,5.63,5.69,3.49,2184
5248,5248,1.06,Very Good,G,VVS2,61.0,58.0,6.61,6.58,4.02,7589
7183,7183,0.31,Ideal,E,VS2,62.1,56.0,4.35,4.37,2.71,872
3958,3958,0.35,Premium,F,VS2,60.6,58.0,4.56,4.59,2.77,779
6957,6957,1.05,Ideal,G,VS2,62.5,56.0,6.5,6.48,4.05,6071
6026,6026,0.5,Premium,E,SI1,60.7,61.0,5.09,5.05,3.09,1372
5643,5643,0.31,Ideal,D,VS2,62.4,55.0,4.32,4.36,2.71,734
2696,2696,0.3,Very Good,E,SI1,61.0,60.0,4.28,4.31,2.62,544
2591,2591,0.31,Very Good,G,VS1,62.1,58.0,4.3,4.34,2.68,566
5906,5906,0.55,Ideal,G,VS1,60.8,57.0,5.29,5.3,3.23,1799
1781,1781,0.74,Very Good,G,SI2,62.8,59.0,5.73,5.77,3.61,2383
6509,6509,1.02,Ideal,G,SI1,62.5,56.0,6.41,6.38,4.0,5378
3013,3013,0.5,Ideal,G,VS1,61.3,56.0,5.12,5.15,3.14,1593
7133,7133,0.52,Ideal,H,VS2,61.8,56.0,5.17,5.2,3.2,1369
2307,2307,1.14,Ideal,H,SI1,60.2,57.0,6.83,6.78,4.1,5209
7276,7276,0.3,Ideal,D,SI1,62.4,57.0,4.28,4.31,2.67,608
3690,3690,0.33,Premium,D,VS2,61.7,60.0,4.46,4.47,2.75,1002
687,687,1.2,Ideal,G,VVS2,61.8,55.0,6.78,6.81,4.19,9495
6011,6011,0.32,Very Good,G,VS2,62.8,56.0,4.38,4.42,2.76,561
7071,7071,0.71,Ideal,F,SI2,61.2,55.0,5.76,5.73,3.52,2346
612,612,1.2,Premium,G,VS2,59.5,59.0,6.99,6.95,4.15,6692
7167,7167,0.31,Ideal,F,VS2,61.3,57.0,4.37,4.33,2.67,802
9206,9206,0.7,Very Good,H,SI1,61.3,56.0,5.75,5.71,3.51,2203
3200,3200,1.25,Premium,I,SI1,62.3,56.0,6.84,6.86,4.26,5690
2267,2267,0.31,Very Good,F,IF,63.5,54.0,4.29,4.3,2.73,914
9782,9782,0.3,Premium,G,VVS2,60.4,58.0,4.43,4.39,2.66,1013
6629,6629,1.02,Premium,H,SI1,61.5,59.0,6.5,6.46,3.99,5013
4135,4135,0.81,Very Good,F,SI2,61.2,57.0,5.95,6.01,3.66,3282
1898,1898,0.5,Ideal,E,SI2,62.9,57.0,5.09,5.05,3.19,1154
9531,9531,0.41,Premium,G,VVS2,60.7,59.0,4.78,4.81,2.91,1052
8153,8153,1.01,Premium,F,SI2,61.9,58.0,6.38,6.35,3.94,3958
258,258,0.31,Ideal,G,VVS1,62.4,55.0,4.31,4.35,2.7,789
2924,2924,0.31,Ideal,G,VS1,61.9,53.0,4.37,4.39,2.71,625
9425,9425,0.7,Good,D,SI2,63.7,58.0,5.51,5.56,3.56,2247
4943,4943,0.7,Ideal,J,VS2,60.6,57.0,5.77,5.8,3.51,1874
2822,2822,1.01,Very Good,G,SI2,63.2,59.0,6.37,6.3,4.0,3901
6529,6529,0.73,Premium,E,SI2,62.5,58.0,5.76,5.79,3.61,2594
3339,3339,0.7,Good,F,SI1,61.3,61.0,5.7,5.73,3.5,2527
3525,3525,0.57,Premium,G,VVS2,60.7,58.0,5.36,5.42,3.27,2185
4563,4563,0.78,Ideal,G,VS2,62.5,56.0,5.87,5.9,3.68,3325
9657,9657,0.9,Good,I,VS1,60.6,65.0,6.24,6.17,3.76,3414
7908,7908,0.32,Ideal,E,VS2,61.0,57.0,4.42,4.43,2.7,900
5329,5329,0.53,Ideal,E,VS2,62.2,55.0,5.17,5.21,3.23,1768
5223,5223,1.01,Premium,I,SI1,62.8,58.0,6.46,6.33,4.01,4077
2285,2285,0.33,Ideal,J,VS2,61.8,57.0,4.48,4.44,2.76,557
6063,6063,0.33,Ideal,H,SI1,60.6,57.0,4.49,4.47,2.72,630
4654,4654,1.21,Ideal,J,SI1,61.7,56.0,6.86,6.84,4.23,4508
5000,5000,0.53,Ideal,D,SI2,60.9,57.0,5.2,5.21,3.16,1350
6710,6710,1.01,Very Good,F,VS2,60.9,62.0,6.48,6.5,3.95,6806
9325,9325,1.03,Ideal,F,SI2,60.7,57.0,6.49,6.53,3.95,4672
484,484,0.65,Very Good,G,SI2,62.1,58.0,5.54,5.61,3.43,1249
2211,2211,1.02,Ideal,E,SI2,62.3,56.0,6.43,6.37,3.99,4702
5416,5416,1.21,Premium,G,VVS2,60.9,58.0,6.85,6.89,4.18,9120
7563,7563,0.7,Very Good,F,VVS2,60.1,58.0,5.77,5.81,3.48,3198
2555,2555,0.77,Good,G,SI1,60.1,65.0,5.99,5.95,3.58,2907
7,7,1.34,Premium,G,SI2,62.5,57.0,7.0,7.05,4.38,6224
3657,3657,0.3,Premium,D,VS2,60.8,59.0,4.33,4.31,2.62,911
6411,6411,1.01,Very Good,F,VS2,63.1,58.0,6.4,6.32,4.01,6271
9165,9165,1.02,Good,F,SI2,63.7,59.0,6.36,6.4,4.07,4541
4874,4874,0.57,Ideal,E,VS2,61.0,56.0,5.35,5.38,3.27,2333
4402,4402,0.3,Very Good,E,SI1,62.1,61.0,4.21,4.24,2.63,552
8917,8917,1.06,Ideal,H,SI1,61.8,57.0,6.55,6.57,4.06,5128
5546,5546,0.41,Ideal,E,SI2,62.3,58.0,4.73,4.77,2.96,784
5297,5297,1.5,Premium,G,VS2,62.5,62.0,7.31,7.28,4.56,10602
2426,2426,1.02,Premium,E,VVS2,61.6,58.0,6.44,6.46,3.97,8712
6744,6744,0.33,Ideal,F,SI1,61.0,56.0,4.47,4.49,2.73,568
1814,1814,0.7,Very Good,D,SI1,61.3,57.0,5.68,5.74,3.5,3008
6822,6822,0.59,Premium,F,VS1,61.2,60.0,5.4,5.37,3.3,1928
9626,9626,0.34,Ideal,D,SI1,61.8,55.0,4.5,4.53,2.79,626
2274,2274,1.09,Ideal,D,SI2,62.1,57.0,6.59,6.63,4.1,5657
1011,1011,0.5,Ideal,E,VS2,62.0,56.0,5.14,5.11,3.18,1555
1577,1577,0.34,Ideal,G,VS2,61.8,56.0,4.48,4.46,2.76,596
7264,7264,0.78,Ideal,F,SI1,61.2,55.0,5.97,5.94,3.64,3468
1067,1067,0.52,Ideal,G,SI1,61.8,56.0,5.19,5.14,3.2,1318
1991,1991,1.54,Premium,E,SI1,61.1,58.0,7.45,7.44,4.54,12851
3970,3970,1.11,Ideal,G,VS2,61.7,56.0,6.65,6.67,4.11,6407
9074,9074,0.43,Very Good,F,SI1,62.6,60.0,4.78,4.82,3.01,792
5879,5879,0.76,Premium,E,SI1,58.7,57.0,5.98,6.03,3.51,2990
8430,8430,0.41,Ideal,E,VS2,60.7,56.0,4.83,4.79,2.93,904
4542,4542,0.32,Premium,G,VS2,61.3,58.0,4.48,4.44,2.73,720
9327,9327,1.04,Ideal,H,SI1,62.0,54.0,6.52,6.54,4.04,5241
7193,7193,0.74,Ideal,E,VS2,62.4,57.0,5.8,5.76,3.6,3283
3867,3867,0.71,Ideal,I,VS1,61.1,55.0,5.74,5.78,3.53,2251
9416,9416,0.4,Very Good,G,VS2,61.2,54.0,4.8,4.83,2.95,1053
6823,6823,0.25,Very Good,F,VVS2,62.0,59.0,3.98,4.03,2.49,598
3048,3048,0.57,Ideal,D,SI2,62.6,56.0,5.29,5.27,3.31,1232
781,781,1.01,Premium,E,SI1,62.5,59.0,6.42,6.36,3.99,4939
6747,6747,0.71,Premium,F,SI1,62.2,58.0,5.72,5.77,3.57,2262
2675,2675,0.41,Premium,E,SI1,62.5,58.0,4.76,4.71,2.96,751
1749,1749,0.4,Ideal,G,VS2,60.8,55.0,4.8,4.78,2.91,773
6222,6222,0.34,Premium,E,VS1,60.0,60.0,4.54,4.51,2.72,805
7946,7946,0.36,Very Good,G,VS2,61.4,59.0,4.55,4.58,2.79,689
2791,2791,1.2,Ideal,D,VS2,62.8,57.0,6.77,6.7,4.23,8858
6519,6519,1.2,Ideal,G,VVS1,62.5,57.0,6.81,6.77,4.24,10111
5774,5774,0.78,Ideal,E,SI2,62.4,56.0,5.84,5.9,3.65,2719
6357,6357,1.67,Very Good,I,SI1,60.1,59.0,7.59,7.69,4.62,10316
4979,4979,0.3,Premium,H,VVS1,60.9,58.0,4.34,4.32,2.64,878
7588,7588,0.34,Ideal,E,VS1,61.3,57.0,4.48,4.51,2.76,805
1091,1091,0.51,Premium,G,VVS2,60.3,57.0,5.18,5.22,3.14,1799
6526,6526,0.75,Ideal,J,SI1,62.4,57.0,5.78,5.84,3.63,2107
9608,9608,1.0,Very Good,G,VS1,59.5,60.0,6.48,6.54,3.88,5242
4627,4627,2.03,Fair,F,SI2,64.7,59.0,7.89,7.94,5.15,18717
2324,2324,1.01,Ideal,F,VS2,61.3,57.0,6.5,6.46,3.97,6727
6534,6534,1.01,Very Good,I,SI2,61.0,58.0,6.44,6.48,3.94,3774
8972,8972,0.3,Ideal,D,SI1,62.2,58.0,4.31,4.28,2.67,709
5055,5055,0.7,Ideal,E,SI1,61.1,56.0,5.78,5.76,3.52,2822
2608,2608,1.05,Premium,E,SI1,62.2,58.0,6.51,6.45,4.03,5783
9021,9021,1.2,Good,H,SI1,63.1,56.0,6.68,6.73,4.22,5699
2290,2290,1.0,Premium,H,SI2,62.5,58.0,6.42,6.34,3.99,3790
1727,1727,0.54,Ideal,G,VS1,61.9,55.0,5.22,5.25,3.23,1836
610,610,0.75,Premium,E,VS2,60.3,58.0,5.89,5.85,3.55,2901
4666,4666,0.54,Ideal,G,VS1,62.5,57.0,5.2,5.23,3.25,1770
8051,8051,0.3,Premium,E,SI1,62.5,60.0,4.28,4.24,2.66,611
5413,5413,0.72,Ideal,G,VVS2,61.1,57.0,5.79,5.83,3.55,3360
343,343,2.01,Premium,I,VS1,60.8,60.0,8.15,8.24,4.97,18181
4683,4683,0.54,Ideal,E,SI1,62.0,56.0,5.21,5.24,3.24,1577
8785,8785,0.57,Premium,G,VS2,61.7,55.0,5.33,5.36,3.29,1727
3750,3750,1.24,Ideal,G,VS1,62.6,55.0,6.86,6.91,4.29,8243
8453,8453,0.32,Ideal,H,SI1,61.2,57.0,4.4,4.42,2.7,606
9308,9308,0.4,Very Good,D,VS1,62.4,58.0,4.66,4.73,2.93,877
5999,5999,0.5,Very Good,F,SI1,63.2,58.0,5.04,5.03,3.18,1312
3215,3215,0.91,Good,F,VS2,63.2,61.0,6.05,6.1,3.83,4749
97,97,0.3,Ideal,H,SI1,61.8,56.0,4.31,4.33,2.67,464
7387,7387,1.01,Ideal,G,SI2,61.5,57.0,6.45,6.49,3.98,4498
7665,7665,1.51,Premium,G,VS2,61.7,60.0,7.38,7.35,4.55,13355
5176,5176,0.23,Ideal,E,VVS2,62.8,54.0,3.94,3.97,2.47,530
7279,7279,0.56,Ideal,D,VS2,61.5,56.0,5.27,5.3,3.25,1961
6165,6165,0.72,Ideal,F,SI2,59.9,57.0,5.83,5.9,3.52,2319
1537,1537,1.0,Premium,J,SI2,58.1,58.0,6.6,6.56,3.83,3216
3588,3588,2.09,Premium,I,VS2,60.3,56.0,8.31,8.25,4.99,17377
9443,9443,0.42,Ideal,E,VS1,62.0,56.0,4.79,4.81,2.97,1179
6985,6985,0.3,Premium,D,VS2,61.1,59.0,4.32,4.29,2.63,911
3648,3648,1.13,Ideal,G,IF,61.9,55.0,6.65,6.74,4.16,10053
2657,2657,1.0,Ideal,H,SI1,60.7,59.0,6.47,6.5,3.94,4967
9827,9827,0.3,Very Good,I,SI1,63.3,58.0,4.33,4.25,2.71,506
1517,1517,0.41,Ideal,D,VS2,61.9,54.0,4.76,4.79,2.95,1007
5061,5061,2.01,Ideal,I,SI2,62.3,56.0,8.11,8.0,5.02,15291
9350,9350,1.12,Ideal,E,VS2,61.3,56.0,6.67,6.71,4.12,8366
4624,4624,0.57,Ideal,E,VS1,61.6,57.0,5.35,5.32,3.29,2125
4272,4272,1.5,Good,F,SI2,64.0,56.0,7.18,7.28,4.65,9316
3669,3669,0.42,Ideal,G,VS1,61.1,57.0,4.82,4.85,2.95,921
6566,6566,0.76,Ideal,F,VS2,62.1,57.0,5.85,5.89,3.64,3507
5800,5800,1.52,Premium,H,SI2,60.6,58.0,7.49,7.38,4.5,8858
2090,2090,1.04,Ideal,G,SI2,61.9,56.0,6.51,6.46,4.03,4442
7097,7097,1.21,Ideal,G,VS2,60.8,57.0,6.83,6.89,4.19,7751
6171,6171,0.32,Ideal,H,VS2,61.6,56.0,4.41,4.43,2.72,505
572,572,0.9,Very Good,G,SI2,62.1,58.0,6.14,6.18,3.82,3543
9559,9559,1.52,Premium,H,VS2,62.6,59.0,7.34,7.3,4.58,10062
4688,4688,0.31,Very Good,I,VS1,58.9,59.0,4.46,4.5,2.64,489
9075,9075,1.0,Very Good,G,SI1,62.8,56.0,6.3,6.38,3.98,4705
3062,3062,0.7,Very Good,F,VS1,61.9,58.0,5.66,5.69,3.51,2889
9294,9294,0.3,Very Good,I,VS1,61.9,61.0,4.29,4.31,2.66,476
6470,6470,0.38,Premium,E,SI1,61.2,58.0,4.66,4.68,2.86,755
7160,7160,0.31,Premium,I,SI1,61.3,58.0,4.33,4.38,2.67,572
6633,6633,0.52,Premium,D,SI1,61.6,58.0,5.15,5.17,3.18,1760
8491,8491,0.7,Very Good,I,VS2,61.7,59.0,5.64,5.69,3.5,2297
7925,7925,0.72,Premium,E,SI1,62.0,58.0,5.73,5.7,3.56,2968
7345,7345,1.01,Premium,D,SI1,62.1,59.0,6.43,6.37,3.98,5698
6304,6304,0.52,Premium,G,SI1,62.6,58.0,5.1,5.07,3.19,1244
7900,7900,0.5,Fair,D,SI1,65.1,58.0,5.01,4.91,3.24,1332
9440,9440,2.01,Premium,G,SI2,62.3,59.0,8.08,8.05,5.0,17114
8185,8185,0.38,Ideal,I,VS2,62.2,58.0,4.6,4.58,2.86,641
4479,4479,0.9,Premium,H,SI2,62.4,59.0,6.17,6.1,3.82,3032
4948,4948,0.51,Ideal,G,VS1,61.9,56.0,5.11,5.13,3.17,1655
5976,5976,0.3,Good,G,VVS2,62.4,60.0,4.22,4.25,2.64,684
370,370,0.5,Premium,E,VS2,60.3,61.0,5.13,5.1,3.08,1333
1938,1938,0.23,Very Good,E,VS1,60.5,63.0,3.98,4.0,2.42,375
2352,2352,0.34,Ideal,E,SI1,62.0,55.0,4.48,4.46,2.77,765
7127,7127,0.3,Ideal,F,IF,61.9,57.0,4.29,4.31,2.67,886
1753,1753,1.15,Very Good,I,VS2,62.6,57.0,6.68,6.72,4.2,4959
3670,3670,0.7,Very Good,F,SI1,61.0,61.0,5.72,5.76,3.49,2298
7298,7298,1.74,Premium,D,SI2,58.9,59.0,7.88,7.8,4.65,9193
3652,3652,1.5,Premium,H,VS2,62.2,59.0,7.27,7.32,4.54,10224
5201,5201,1.13,Ideal,F,IF,62.0,57.0,6.66,6.69,4.13,11705
7909,7909,1.06,Ideal,H,VS2,61.8,57.0,6.6,6.53,4.05,6040
2361,2361,1.1,Ideal,H,SI1,60.8,56.0,6.7,6.73,4.09,6451
4260,4260,2.0,Very Good,H,SI1,60.9,60.0,8.07,8.15,4.94,16280
5432,5432,1.51,Ideal,G,VS2,61.6,57.0,7.31,7.35,4.51,14038
6285,6285,0.41,Very Good,F,VS2,63.1,59.0,4.7,4.73,2.97,863
4991,4991,0.67,Premium,G,VS1,62.2,61.0,5.56,5.54,3.44,2448
7600,7600,0.7,Very Good,F,SI2,62.1,58.0,5.69,5.71,3.54,2068
9463,9463,1.5,Very Good,F,VS2,63.8,59.0,7.16,7.23,4.59,13474
3737,3737,0.31,Ideal,H,VVS2,61.5,56.0,4.36,4.38,2.69,625
7520,7520,1.02,Premium,D,SI1,62.7,59.0,6.43,6.39,4.01,5987
8560,8560,0.32,Ideal,I,VS1,61.6,56.0,4.38,4.42,2.71,648
8927,8927,0.26,Ideal,H,VS1,62.4,56.0,4.06,4.08,2.54,448
9991,9991,0.23,Ideal,I,VVS1,61.1,56.0,3.95,3.99,2.42,368
5591,5591,0.3,Ideal,G,SI1,61.7,55.0,4.33,4.36,2.68,432
1171,1171,0.74,Ideal,E,VS2,61.0,56.0,5.83,5.86,3.57,3216
7370,7370,1.23,Ideal,H,SI1,61.5,55.0,6.9,6.95,4.26,6691
7937,7937,1.0,Premium,H,VS1,61.9,61.0,6.41,6.33,3.94,4827
8086,8086,0.78,Ideal,D,VS2,62.2,56.0,5.84,5.9,3.65,3171
1422,1422,0.7,Very Good,F,SI2,61.3,58.0,5.68,5.7,3.48,2092
6782,6782,0.7,Fair,J,SI1,57.4,63.0,5.79,5.74,3.37,1662
9444,9444,1.32,Very Good,J,SI2,61.8,58.0,7.04,7.08,4.35,5209
8139,8139,0.33,Premium,I,VVS2,59.3,59.0,4.49,4.54,2.68,581
9351,9351,0.9,Good,D,SI1,60.8,64.0,6.21,6.24,3.76,4510
8018,8018,0.41,Ideal,E,VS2,61.5,55.0,4.8,4.82,2.95,868
6339,6339,0.39,Very Good,E,VVS2,61.9,59.0,4.67,4.7,2.9,948
9164,9164,0.4,Ideal,G,VVS1,61.7,55.0,4.73,4.76,2.93,1123
874,874,1.0,Premium,J,VS2,61.1,59.0,6.41,6.45,3.92,3697
2297,2297,0.35,Ideal,E,VS2,62.6,56.0,4.52,4.45,2.83,1113
2643,2643,0.74,Premium,G,VVS1,61.6,56.0,5.83,5.81,3.57,3071
7531,7531,0.38,Ideal,G,VVS1,61.6,56.0,4.73,4.68,2.89,1068
1719,1719,0.5,Premium,F,VS2,62.4,58.0,5.07,5.04,3.16,1316
5347,5347,0.39,Ideal,D,SI1,61.5,56.0,4.68,4.65,2.87,718
5932,5932,0.3,Ideal,G,VS1,61.7,54.0,4.34,4.32,2.67,776
840,840,0.73,Ideal,I,SI1,61.1,56.0,5.84,5.8,3.56,2140
9938,9938,0.34,Ideal,F,VS2,60.4,57.0,4.52,4.57,2.74,880
581,581,0.51,Very Good,D,SI1,61.8,59.0,5.1,5.13,3.16,1684
204,204,0.3,Very Good,H,SI1,60.7,61.0,4.32,4.35,2.63,432
1641,1641,0.73,Premium,G,SI1,62.5,58.0,5.75,5.8,3.6,2211
2014,2014,1.0,Ideal,F,SI1,58.7,57.0,6.51,6.54,3.83,4829
3253,3253,1.01,Very Good,F,SI1,59.2,63.0,6.58,6.54,3.88,4791
7540,7540,0.31,Premium,G,VS2,61.1,61.0,4.42,4.39,2.69,544
905,905,1.03,Ideal,J,SI2,62.4,56.0,6.43,6.47,4.03,3942
631,631,0.5,Good,E,SI1,63.3,60.0,5.04,5.07,3.19,1406
8420,8420,0.31,Ideal,E,VS2,62.0,56.0,4.37,4.39,2.71,872
7823,7823,0.32,Premium,H,VS1,62.4,58.0,4.4,4.36,2.73,720
1974,1974,0.28,Very Good,E,VVS2,61.2,59.0,4.21,4.19,2.57,568
162,162,2.01,Very Good,E,SI2,62.7,56.0,8.08,8.03,5.05,15393
4998,4998,0.72,Ideal,I,VS1,61.6,57.0,5.73,5.76,3.54,2421
1243,1243,0.54,Premium,D,VS2,61.9,59.0,5.23,5.26,3.24,1826
9451,9451,0.73,Ideal,F,VVS2,61.3,54.0,5.79,5.82,3.56,3750
7764,7764,0.54,Ideal,E,VS1,62.2,53.0,5.26,5.28,3.28,1942
4713,4713,0.74,Very Good,H,SI2,61.7,59.0,5.8,5.84,3.59,2670
875,875,0.32,Ideal,G,IF,62.4,56.0,4.37,4.39,2.74,799
1431,1431,1.0,Very Good,E,SI2,63.2,57.0,6.3,6.34,3.99,4730
8739,8739,0.42,Ideal,G,VVS1,62.2,55.0,4.83,4.86,3.0,984
6868,6868,0.32,Ideal,G,VS1,62.0,55.0,4.37,4.41,2.72,645
4643,4643,1.07,Ideal,H,SI1,61.8,56.0,6.58,6.55,4.06,5122
5080,5080,0.32,Premium,E,VVS1,61.5,58.0,4.39,4.42,2.71,813
5783,5783,1.0,Premium,D,SI2,59.6,58.0,6.53,6.48,3.87,4745
9139,9139,1.09,Good,E,SI2,63.2,58.0,6.47,6.51,4.11,4630
7616,7616,1.0,Premium,D,SI1,61.2,58.0,6.44,6.42,3.94,6093
8039,8039,0.71,Premium,G,VS1,62.6,57.0,5.67,5.71,3.56,2715
7955,7955,0.56,Ideal,H,VS1,60.6,57.0,5.37,5.32,3.24,1694
9438,9438,0.72,Ideal,F,SI2,61.5,56.0,5.76,5.79,3.54,2124
2856,2856,0.3,Ideal,D,VS2,62.2,55.0,4.28,4.31,2.67,911
1861,1861,1.59,Very Good,E,SI1,62.4,58.0,7.42,7.48,4.63,12196
2659,2659,1.15,Very Good,E,SI2,60.2,59.0,6.78,6.83,4.11,6130
3384,3384,1.07,Ideal,G,SI2,61.5,57.0,6.58,6.61,4.05,4260
9565,9565,0.31,Very Good,E,SI1,63.1,58.0,4.29,4.31,2.71,698
9777,9777,1.56,Ideal,H,I1,61.0,55.0,7.49,7.55,4.59,7079
8090,8090,1.07,Ideal,E,SI2,62.0,55.0,6.59,6.55,4.07,5014
8347,8347,0.4,Very Good,F,VVS1,61.2,57.0,4.75,4.77,2.91,1363
7462,7462,0.38,Ideal,F,VS1,61.7,55.0,4.67,4.7,2.89,767
6886,6886,1.21,Ideal,D,SI1,61.4,56.0,6.81,6.83,4.19,7141
4733,4733,1.28,Ideal,H,VVS2,62.4,57.0,6.9,6.95,4.32,9596
3331,3331,1.5,Very Good,H,VS1,63.1,58.0,7.24,7.29,4.58,10182
9711,9711,1.21,Very Good,H,VS1,62.8,58.0,6.69,6.72,4.23,7589
8636,8636,0.41,Ideal,F,VVS2,61.5,56.0,4.78,4.75,2.94,1115
6404,6404,0.58,Ideal,F,SI1,61.4,57.0,5.34,5.39,3.31,1348
8346,8346,0.38,Ideal,D,VVS2,59.4,61.0,4.71,4.74,2.8,1105
9465,9465,0.32,Premium,E,VS2,61.9,58.0,4.45,4.48,2.76,900
7060,7060,1.14,Ideal,H,VS2,61.8,56.0,6.74,6.71,4.15,5826
2096,2096,0.71,Premium,E,VS2,61.6,60.0,5.79,5.68,3.53,3374
2003,2003,0.24,Very Good,E,VVS2,60.4,62.0,3.96,3.98,2.39,485
8805,8805,0.74,Ideal,F,VS2,61.8,54.0,5.82,5.78,3.58,2723
9871,9871,0.7,Ideal,F,SI1,61.4,56.0,5.73,5.74,3.52,2583
4676,4676,0.36,Ideal,D,VS1,62.5,57.0,4.57,4.52,2.84,1094
5017,5017,0.74,Ideal,G,VS1,61.1,57.0,5.86,5.9,3.59,3354
7469,7469,1.53,Premium,H,VS2,61.6,59.0,7.32,7.4,4.53,10241
546,546,0.3,Ideal,E,VVS2,61.7,56.0,4.28,4.31,2.65,867
1449,1449,0.9,Very Good,G,VS1,62.8,57.0,6.12,6.15,3.86,4508
3986,3986,0.54,Ideal,F,VS2,61.9,56.0,5.22,5.19,3.23,1836
6900,6900,0.52,Ideal,G,IF,61.2,58.0,5.16,5.19,3.17,2513
